1922-04-11     -13.011
1923-04-01     -13.030
1925-09-02     -13.008
1928-01-07     -13.056
1928-12-26     -13.088
1931-05-02     -13.053
1932-04-20     -13.047
1934-08-24     -13.009
1936-12-28     -13.009
1937-12-17     -13.050
1938-01-16     -13.032
1940-04-22     -13.004
1941-04-11     -13.018
1943-09-14     -13.018
1946-01-17     -13.063
1947-01-07     -13.091
1949-05-12     -13.047
1950-05-02     -13.039
1952-09-04     -13.009
1955-01-08     -13.015
1955-02-07     -13.004
1955-12-29     -13.051
1956-01-27     -13.030
1959-04-23     -13.006
1961-09-24     -13.027
1964-01-28     -13.068
1965-01-17     -13.093
1967-05-23     -13.041
1968-05-12     -13.031
1970-09-15     -13.009
1973-01-18     -13.020
1973-02-17     -13.008
1974-01-08     -13.052
1974-02-06     -13.030
1979-10-05     -13.037
1982-02-08     -13.071
1983-01-28     -13.093
1985-06-03     -13.034
1986-05-23     -13.023
1988-09-25     -13.011
1991-01-30     -13.027
1991-02-28     -13.010
1992-01-19     -13.051
1992-02-18     -13.029
1997-10-16     -13.046
2000-02-19     -13.073
2001-02-08     -13.091
2003-06-14     -13.028
2004-06-03     -13.016
2006-10-07     -13.013
2009-02-09     -13.029
2009-03-11     -13.012
2010-01-30     -13.049
2010-02-28     -13.026
2014-11-06     -13.007
2015-10-27     -13.056
2018-03-02     -13.074
2019-02-19     -13.088
2021-06-24     -13.021
2022-06-14     -13.009
2024-10-17     -13.015
2024-11-15     -13.001
2027-02-20     -13.030
2027-03-22     -13.012
2028-02-10     -13.045
2028-03-11     -13.022
2032-11-17     -13.017
2033-11-06     -13.064
2036-03-12     -13.073
2037-03-02     -13.083
2039-07-06     -13.016
2040-06-24     -13.002
2042-10-28     -13.018
2042-11-27     -13.010
2045-03-03     -13.028
2045-04-01     -13.012
2046-02-20     -13.040
2046-03-22     -13.017
2050-11-28     -13.028
2051-11-18     -13.073
2054-03-23     -13.070
2055-03-13     -13.078
2057-07-16     -13.011
2060-11-08     -13.021
2060-12-07     -13.019
2063-03-14     -13.025
2063-04-13     -13.011
2064-03-03     -13.033
2064-04-01     -13.011
2066-08-05     -13.005
2068-12-08     -13.037
2069-11-28     -13.080
2072-04-03     -13.066
2073-03-23     -13.071
2075-07-27     -13.006
2077-12-29     -13.005
2078-11-19     -13.024
2078-12-18     -13.026
2081-03-25     -13.021
2081-04-23     -13.010
2082-03-14     -13.024
2082-04-13     -13.005
2084-08-16     -13.011
2086-12-20     -13.046
2087-12-09     -13.086
2090-04-14     -13.061
2091-04-04     -13.063
2093-08-07     -13.002
2095-12-11     -13.000
2096-01-09     -13.014
2096-11-29     -13.027
2096-12-29     -13.031
2099-04-05     -13.015
2099-05-04     -13.009
2100-03-26     -13.014
2102-08-28     -13.018
2104-12-31     -13.054
2105-12-21     -13.091
2108-04-25     -13.055
2109-04-15     -13.054
2113-12-22     -13.008
2114-01-21     -13.022
2114-12-12     -13.029
2115-01-10     -13.035
2117-04-16     -13.008
2117-05-16     -13.008
2118-04-06     -13.003
2120-09-07     -13.025
2123-01-12     -13.061
2124-01-01     -13.095
2126-05-07     -13.049
2127-04-26     -13.045
2132-01-02     -13.014
2132-02-01     -13.028
2132-12-22     -13.030
2133-01-21     -13.042
2135-04-28     -13.000
2135-05-27     -13.007
2138-09-18     -13.033
2141-01-22     -13.067
2142-01-12     -13.097
2144-05-17     -13.042
2145-05-07     -13.036
2150-01-13     -13.019
2150-02-11     -13.032
2151-01-03     -13.031
2151-02-01     -13.043
2153-06-06     -13.007
2156-09-29     -13.042
2159-02-02     -13.071
2160-01-23     -13.097
2162-05-28     -13.034
2163-05-18     -13.027
2168-01-24     -13.019
2168-02-23     -13.035
2169-01-13     -13.030
2169-02-11     -13.043
2171-06-17     -13.007
2174-10-10     -13.050
2177-02-13     -13.073
2178-02-02     -13.096
2180-06-07     -13.027
2181-05-28     -13.019
2183-10-31     -13.002
2186-02-04     -13.021
2186-03-05     -13.037
2187-01-24     -13.028
2187-02-23     -13.040
2189-06-28     -13.008
2191-11-01     -13.005
2192-10-20     -13.059
2195-02-24     -13.074
2196-02-14     -13.093
2198-06-19     -13.019
2199-06-09     -13.010
2201-11-11     -13.011
2204-02-16     -13.022
2204-03-16     -13.037
2205-02-05     -13.025
2205-03-06     -13.036
2207-07-10     -13.010
2209-11-12     -13.014
2210-11-02     -13.067
2213-03-07     -13.073
2214-02-25     -13.089
2216-06-30     -13.012
2217-06-20     -13.003
2218-12-03     -13.001
2219-11-22     -13.021
2222-02-26     -13.021
2222-03-28     -13.037
2223-02-16     -13.020
2223-03-17     -13.031
2225-07-20     -13.013
2227-11-24     -13.024
2228-11-12     -13.075
2231-03-19     -13.071
2232-03-07     -13.083
2234-07-11     -13.005
2236-12-13     -13.013
2237-11-03     -13.001
2237-12-03     -13.029
2240-03-09     -13.018
2240-04-07     -13.035
2241-02-26     -13.013
2241-03-28     -13.025
2243-08-01     -13.016
2245-12-04     -13.033
2246-11-24     -13.082
2249-03-29     -13.067
2250-03-19     -13.076
2254-12-24     -13.024
2255-11-15     -13.003
2255-12-14     -13.036
2258-03-20     -13.014
2258-04-18     -13.034
2259-03-10     -13.006
2259-04-08     -13.018
2261-08-11     -13.021
2263-12-15     -13.042
2264-12-04     -13.087
2267-04-09     -13.062
2268-03-29     -13.068
2273-01-04     -13.034
2273-11-25     -13.005
2273-12-24     -13.041
2276-03-30     -13.008
2276-04-29     -13.032
2277-04-18     -13.010
2279-08-22     -13.026
2281-12-26     -13.050
2282-12-15     -13.090
2285-04-20     -13.056
2286-04-09     -13.060
2291-01-15     -13.042
2291-12-06     -13.006
2292-01-05     -13.046
2294-04-11     -13.001
2294-05-10     -13.029
2295-04-30     -13.002
2297-09-02     -13.032
2300-01-06     -13.057
2300-12-27     -13.092
2303-05-02     -13.049
2304-04-21     -13.050
2308-12-28     -13.004
2309-01-26     -13.049
2309-12-18     -13.008
2310-01-16     -13.048
2312-05-21     -13.027
2315-09-14     -13.039
2318-01-17     -13.063
2319-01-07     -13.093
2321-05-12     -13.041
2322-05-02     -13.041
2327-01-08     -13.009
2327-02-07     -13.054
2327-12-29     -13.008
2328-01-27     -13.050
2330-06-02     -13.026
2333-09-24     -13.045
2336-01-29     -13.067
2337-01-17     -13.093
2339-05-24     -13.033
2340-05-12     -13.030
2345-01-19     -13.013
2345-02-17     -13.057
2346-01-08     -13.008
2346-02-07     -13.049
2348-06-12     -13.025
2351-10-06     -13.053
2354-02-08     -13.070
2355-01-29     -13.092
2357-06-03     -13.024
2358-05-24     -13.016
2360-10-25     -13.007
2363-01-30     -13.018
2363-03-01     -13.059
2364-01-20     -13.006
2364-02-18     -13.047
2366-06-23     -13.024
2368-10-26     -13.001
2369-10-16     -13.056
2372-02-19     -13.071
2373-02-08     -13.089
2375-06-14     -13.015
2376-06-03     -13.002
2377-11-16     -13.005
2378-11-05     -13.016
2381-02-09     -13.019
2381-03-11     -13.060
2382-01-30     -13.003
2382-03-01     -13.043
2384-07-04     -13.024
2386-11-07     -13.010
2387-10-27     -13.059
2390-03-02     -13.071
2391-02-19     -13.085
2393-06-25     -13.007
2395-11-27     -13.018
2396-11-16     -13.024
2399-02-21     -13.018
2399-03-22     -13.059
2400-03-11     -13.038
2402-07-15     -13.025
2404-11-17     -13.019
2405-11-07     -13.061
2408-03-12     -13.068
2409-03-02     -13.079
2413-12-07     -13.031
2414-11-27     -13.032
2417-03-03     -13.016
2417-04-02     -13.058
2418-03-22     -13.032
2420-07-25     -13.027
2422-11-28     -13.028
2423-11-18     -13.064
2426-03-24     -13.065
2427-03-13     -13.072
2431-12-19     -13.042
2432-12-07     -13.039
2435-03-15     -13.012
2435-04-13     -13.055
2436-04-02     -13.025
2438-08-06     -13.030
2440-12-09     -13.036
2441-11-28     -13.067
2444-04-03     -13.060
2445-03-24     -13.063
2449-12-29     -13.052
2450-12-19     -13.045
2453-03-25     -13.006
2453-04-23     -13.053
2454-04-13     -13.017
2456-08-16     -13.033
2458-12-20     -13.044
2459-12-10     -13.069
2462-04-14     -13.054
2463-04-04     -13.052
2468-01-10     -13.061
2468-12-29     -13.049
2471-05-05     -13.050
2472-04-23     -13.008
2474-08-27     -13.037
2476-12-30     -13.051
2477-12-20     -13.071
2478-01-19     -13.002
2480-04-25     -13.046
2481-04-14     -13.040
2486-01-20     -13.068
2487-01-10     -13.052
2489-05-15     -13.047
2492-09-07     -13.041
2495-01-11     -13.057
2496-01-01     -13.072
2496-01-30     -13.002
2498-05-06     -13.038
2499-04-26     -13.028
2504-01-03     -13.002
2504-02-01     -13.073
2505-01-21     -13.054
2507-05-27     -13.044
2510-09-19     -13.039
2513-01-22     -13.061
2514-01-12     -13.072
2514-02-10     -13.003
2516-05-17     -13.029
2517-05-07     -13.014
2519-10-09     -13.002
2522-01-13     -13.006
2522-02-12     -13.077
2523-02-01     -13.053
2525-06-07     -13.041
2528-09-29     -13.039
2531-02-03     -13.064
2532-01-23     -13.071
2532-02-22     -13.001
2534-05-29     -13.020
2536-10-30     -13.007
2537-10-20     -13.010
2540-01-25     -13.006
2540-02-23     -13.079
2541-02-12     -13.052
2543-06-18     -13.039
2546-10-11     -13.039
2549-02-13     -13.066
2550-02-03     -13.069
2552-06-08     -13.010
2554-11-10     -13.020
2555-10-31     -13.018
2558-02-04     -13.007
2558-03-05     -13.080
2559-02-23     -13.048
2561-06-28     -13.038
2563-11-01     -13.005
2564-10-21     -13.040
2567-02-24     -13.066
2568-02-14     -13.065
2570-06-19     -13.001
2572-11-21     -13.034
2573-11-10     -13.026
2576-02-15     -13.007
2576-03-16     -13.080
2577-03-05     -13.044
2579-07-09     -13.037
2581-11-12     -13.013
2582-11-01     -13.041
2585-03-07     -13.064
2586-02-24     -13.059
2590-12-02     -13.046
2591-11-22     -13.033
2594-02-26     -13.005
2594-03-27     -13.078
2595-03-17     -13.037
2597-07-20     -13.037
2599-11-23     -13.021
2600-11-13     -13.043
2603-03-19     -13.061
2604-03-08     -13.052
2608-12-13     -13.057
2609-12-03     -13.040
2612-03-09     -13.001
2612-04-07     -13.076
2613-03-28     -13.030
2615-08-01     -13.038
2617-12-04     -13.028
2618-11-24     -13.045
2621-03-29     -13.056
2622-03-19     -13.044
2626-12-25     -13.068
2627-12-14     -13.045
2630-04-19     -13.072
2631-04-08     -13.022
2633-08-11     -13.035
2635-12-16     -13.036
2636-12-04     -13.046
2637-01-03     -13.001
2639-04-10     -13.050
2640-03-29     -13.034
2645-01-04     -13.077
2645-12-25     -13.050
2648-04-29     -13.069
2649-04-19     -13.013
2651-08-23     -13.031
2653-12-26     -13.042
2654-01-24     -13.004
2654-12-16     -13.048
2655-01-14     -13.005
2657-04-20     -13.042
2658-04-10     -13.022
2663-01-15     -13.084
2664-01-05     -13.053
2666-05-10     -13.065
2667-04-30     -13.003
2669-09-02     -13.027
2672-01-06     -13.048
2672-02-05     -13.010
2672-12-26     -13.048
2673-01-24     -13.010
2675-05-01     -13.034
2676-04-20     -13.010
2681-01-26     -13.090
2682-01-15     -13.055
2684-05-21     -13.061
2687-09-13     -13.024
2690-01-17     -13.052
2690-02-15     -13.014
2691-01-06     -13.048
2691-02-05     -13.010
2693-05-12     -13.024
2695-10-14     -13.008
2696-10-03     -13.004
2699-02-06     -13.094
2700-01-27     -13.055
2702-06-02     -13.057
2705-09-25     -13.022
2708-01-29     -13.056
2708-02-28     -13.017
2709-01-18     -13.048
2709-02-16     -13.009
2711-05-24     -13.014
2713-10-25     -13.021
2714-10-15     -13.012
2717-02-17     -13.097
2718-02-07     -13.054
2720-06-12     -13.053
2723-10-06     -13.021
2726-02-08     -13.057
2726-03-10     -13.018
2727-01-29     -13.045
2727-02-28     -13.006
2729-06-03     -13.004
2731-11-06     -13.034
2732-10-25     -13.019
2735-03-01     -13.098
2736-02-18     -13.051
2738-06-24     -13.050
2741-10-16     -13.020
2744-02-20     -13.058
2744-03-20     -13.019
2745-02-08     -13.042
2745-03-10     -13.002
2749-11-16     -13.047
2750-11-06     -13.026
2752-03-22     -13.001
2753-03-11     -13.098
2754-03-01     -13.046
2756-07-04     -13.048
2758-11-07     -13.005
2759-10-28     -13.020
2762-03-02     -13.056
2762-04-01     -13.018
2763-02-20     -13.037
2767-11-27     -13.060
2768-11-16     -13.032
2770-04-02     -13.001
2771-03-23     -13.096
2772-03-11     -13.041
2774-07-15     -13.040
2776-11-17     -13.012
2777-11-07     -13.021
2780-03-13     -13.053
2780-04-11     -13.016
2781-03-02     -13.031
2785-12-08     -13.071
2786-11-27     -13.039
2788-04-12     -13.001
2789-04-02     -13.094
2790-03-23     -13.033
2792-07-26     -13.032
2794-11-29     -13.019
2794-12-28     -13.004
2795-11-18     -13.021
2795-12-18     -13.000
2798-03-24     -13.049
2798-04-22     -13.014
2799-03-14     -13.023
2803-12-19     -13.081
2804-12-08     -13.044
2807-04-13     -13.090
2808-04-02     -13.025
2810-08-06     -13.025
2812-12-09     -13.025
2813-01-08     -13.013
2813-11-29     -13.022
2813-12-28     -13.006
2816-04-03     -13.043
2816-05-03     -13.011
2817-03-24     -13.014
2821-12-30     -13.089
2822-12-19     -13.049
2825-04-24     -13.086
2826-04-13     -13.016
2828-08-16     -13.019
2830-12-20     -13.032
2831-01-19     -13.021
2831-12-10     -13.023
2832-01-09     -13.009
2834-04-15     -13.035
2834-05-14     -13.007
2835-04-04     -13.003
2840-01-10     -13.096
2840-12-30     -13.052
2843-05-05     -13.081
2844-04-24     -13.007
2846-08-28     -13.013
2848-12-31     -13.037
2849-01-29     -13.028
2849-12-20     -13.024
2850-01-19     -13.012
2852-04-25     -13.027
2852-05-24     -13.004
2854-09-27     -13.010
2855-09-17     -13.001
2858-01-20     -13.101
2859-01-10     -13.054
2861-05-15     -13.076
2864-09-07     -13.008
2867-01-11     -13.041
2867-02-10     -13.032
2868-01-01     -13.023
2868-01-30     -13.010
2870-05-06     -13.017
2870-06-05     -13.001
2872-10-08     -13.022
2873-09-27     -13.006
2876-02-01     -13.105
2877-01-20     -13.055
2879-05-27     -13.070
2882-09-18     -13.005
2885-01-22     -13.045
2885-02-20     -13.036
2886-01-11     -13.023
2886-02-10     -13.009
2888-05-17     -13.007
2890-10-19     -13.035
2891-10-09     -13.012
2893-02-21     -13.001
2894-02-11     -13.107
2895-02-01     -13.054
2897-06-06     -13.060
2900-09-30     -13.002
2903-02-03     -13.047
2903-03-04     -13.038
2904-01-24     -13.021
2904-02-22     -13.007
2908-10-30     -13.043
2909-10-20     -13.018
2911-03-06     -13.005
2912-02-23     -13.108
2913-02-12     -13.051
2915-06-18     -13.050
2921-02-13     -13.047
2921-03-15     -13.038
2922-02-03     -13.018
2922-03-04     -13.003
2926-11-11     -13.051
2927-10-31     -13.024
2929-03-16     -13.007
2930-03-06     -13.108
2931-02-23     -13.047
2933-06-29     -13.041
2939-02-25     -13.046
2939-03-26     -13.037
2940-02-14     -13.013
2944-11-21     -13.058
2945-11-11     -13.030
2947-03-27     -13.008
2948-03-16     -13.106
2949-03-06     -13.042
2951-07-10     -13.031
2953-11-12     -13.001
2953-12-11     -13.008
2957-03-07     -13.044
2957-04-05     -13.035
2958-02-25     -13.008
2962-12-02     -13.066
